"inv_num","add_credit","url","title","year","display_year","medium","dims","pitch","ps","live_url","youtube","related_code","subheading","download","commission","related"
"2011-193",,"2011-193-various-books-various-scents1","Various Books, Various Scents",2011,2011,"Books paired with perfume on table.","35 x 99 x 35.5 inches ","​Books paired w/ celeb perfumes. ","​from left: <i>DNS and BIND 4<sup>th</sup> Edition</i> by Paul Albitz and Cricket Liu and<i>Someday</i> by Justin Bieber; <i>E.A.R.L. The Autobiography of DMX </i>as told to Smokey D. Fontaine<i> </i>and <i>Black Star</i> by Avril Lavigne; <i>Subculture: the Meaning of Style</i> by Dick Hebdige and <i>Jonas For Girls! By Disney Eau de Toilette</i> by the Jonas Brothers; <i>The Originality of the Avant-Garde and Other Modernist Myths </i>by Rosalind E. Krauss and <i>Queen</i>by Queen Latifah; <i>Studio and Cube: On the relationship between where art is made and where art is displayed</i> by Brian O’Doherty and <i>Parisienne </i>by Yves Saint Laurent; <i>PUNK 365</i> by Holly George-Warren, foreword by Richard Hell and <i>Ready to Rock</i> by Hannah Montana ",,,,,,,"[2212] [2011-138-body-talk] 2011-138 Body Talk"
"2011-158",,"2011-158-asdfgh","asdfgh",2011,2011,"Composition for contra bassoon.",,"About 2 minutes of some random scribbling in a music notation program. :)",,,,,,"asdfgh.pdf",,
"2011-156",,"2011-156-audmcrs-installation","The AUDMCRS Underground Dance Music Collection of Recorded Sound",2012,2011,"800+ trance records, MARC formatted database. ","Variable","​Professionally archived collection of trance records.","​This is a collection of about 900 or so trance records I acquired from <a href=""http://en.wikipedia.org/wiki/Joshua_Topolsky"" target=""_blank"">a retired trance DJ</a> in 2011. The records were professionally cataloged and archived over the course of a year. Each record was bar coded, and these bar codes provided the inventory numbers tying them into a MARC standard database, as well as a hi-resolution database images of each record. This “collection” is toured. ps - I made a website for it as well.","http://audmcrs.coryarcangel.com/",,,"(Installation)",,,"[2228] [2012-065-audmcrs-essay] 2012-065 AUDMCRS Essay
[2242] [2013-063-audmcrs-website] 2013-063 AUDMCRS website"
"2011-140",,"2011-140-clinton","Clinton",2011,2011,"Pencil on paper (produced with Mutoh XP-300 Series printer)","15.75 x 13.4375  in","Bill Clinton as drawn in pencil by a plotter. Produced in an edition of 3.","​I have to give credit to my mom for this one, drawing Clinton was totally her idea. Nice one! And yes, the signature is mechanical.:)",,,,,,,
"2011-138",,"2011-138-body-talk","Body Talk",2011,2011,"Scented press release","Variable","​Press release sprayed with Lynx body spray. ",,,,,,,,
"2011-137",,"2011-137-living-situtations","Living Situtations",2011,2011,"Geneva Sound System Model XL White, iPod Classic, and 24bit re-mastered recording of Beethoven's Symphony No. 3 in E-Flat Major ","35 x 99 x 35.5 inches","Remastered orchestral recording.","For this one, I have remastered - from a 78 - a recording of Beethoven’s Symphony No. 3 in E Flat Major (“Eroica”), Op. 55 by the NBC Symphony Orchestra. This original source is important, as it seems it is the only way to hear the very famous coughs which have been editing out of modern versions of this recording. My newly remastered digital file - coughs included - is played on an iPod through a new lifestyle product called the XL Model Geneva Lab GenevaSound Stereo.",,,,,"arcangel-living-situtations.mp3",,
"2011-132",,"2011-132-real-talk","Real Talk",2011,2011,"Cell phone signal booster","Dimensions variable","​Boosted cell phone signal in a gallery...",,,,,,,"The Whitney Museum of American Art",
"2011-129",,"2011-129-taurus","Taurus",2011,2011,"Pencil on paper (produced with Mutoh XP-300 Series printer)","13 x 20 inches","​Plotter-drawn 90s Ford Taurus, produced in an edition of 3. ",,,,,,,,
"2011-128",,"2011-128-three-palms","Three Palms",2011,2011,"Pencil on paper (produced with Mutoh XP-300 Series printer)","20 x 31 inches","​Plotter-drawn palm trees, produced in an edition of 6. ",,,,,,,,
"2011-127",,"2011-127-weekend-at-bernies-screening-at-the-whitney-museum","Weekend at Bernie's Screening at the Whitney Museum",2011,2011,,"Variable","​Weekend at Bernie’s screening at the Whitney Museum.",,,,,,,,
"2011-126",,"2011-126-lozenge-composition","Lozenge Composition, 1924 / Tableau No.IV. Losangique Pyramidal, 1925, with Red, Blue, Yellow and Black, 1924/1925 Titled No. III.",2011,2011,"Lithograph on paper","280mm x 215mm","​Page ripped from Mondrain book,... flipped. :)",,,,,,,"Studio Voltaire",
"2011-119",,"2011-119-regular-flex","Regular Flex",2011,2011,"Cobra Golf S3 Max Iron Set and Golf Clips","30.3 x 22 x 39.4 in","A couple of golf clubs placed in a row. ",,,,,,,,
"2011-118",,"2011-118-forward-attitudes","Forward Attitudes",2011,2011,"Old Navy techno hoodie, iPod touch, clothes rack, Steely Dan mp3.  ","68 x 24 x 23 inches","​Sound sculpture where a Steely Dan mp3 plays through ears buds on an Old Navy ""TECHNO"" hoodie.",,,,,,,,
"2011-117",,"2011-117-real-taste","Real Taste",2011,2011,"AIR-O-SWISS 7135 Ultrasonic Humidifier, Diet Sprite Soda.","16 x 15  x 8 inches","​Humidifier filled with Diet Sprite soda",,,,,,,,
"2011-115",,"2011-115-self-playing-nintendo-64-nba-courtside-2","Self Playing Nintendo 64 NBA Courtside 2",2011,2011,"Modded N64 video game controller",,"Nintendo 64 NBA Courtside programmed to throw bricks forever via a modded controller.",,,"https://www.youtube.com/watch?v=ndQsEjFisIs",,,,,
"2011-114",,"2011-114-a-few-casuals","A Few Casuals",2011,2011,"Purple Ugg® footware, 99.9% pure lead ingots","9 x 9 x 11 inches","​Uggs with a lead ignot in them",,,,,,,,
"2011-113",,"2011-113-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=6600 x=8600, mouseup y=6900 x=8600",2011,2011,"Chromogenic print","84 x 66 inches",,,,,,,,,"[107] 2011-108 Photoshop CS - 2011-108-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[110] 2011-109 Photoshop CS - 2011-109-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[112] 2011-110 Photoshop CS - 2011-110-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[114] 2011-112 Photoshop CS - 2011-112-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra"
"2011-112",,"2011-112-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=23200 x=8600, mouseup y=23500 x=8600",2011,2011,"Chromogenic print","84 x 66 inches",,,,,,,,,"[107] 2011-108 Photoshop CS - 2011-108-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[110] 2011-109 Photoshop CS - 2011-109-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[112] 2011-110 Photoshop CS - 2011-110-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[116] 2011-113 Photoshop CS - 2011-113-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra"
"2011-110",,"2011-110-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=5300 x=8600, mouseup y=5600 x=8600",2011,2011,"Chromogenic print","84 x 66 inches",,,,,,,,,"[107] 2011-108 Photoshop CS - 2011-108-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[110] 2011-109 Photoshop CS - 2011-109-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[114] 2011-112 Photoshop CS - 2011-112-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra
[116] 2011-113 Photoshop CS - 2011-113-photoshop-cs-84-by-66-inches-300-dpi-rgb-square-pixels-default-gra"
"2011-105",,"2011-105-jay-z-blue","Jay-Z Blue",2011,2011,"General Motors custom blue paint on wall","Dimensions Variable","Licensed Jay-Z blue color.​","​Jay-Z has his own color blue FYI, and I&nbsp;licensed it from his company to use for painting one wall in an&nbsp;exhibition.&nbsp;",,,,,,,
"2011-103",,"2011-103-hello-world","Hello World",2011,2011,"CNC bent stainless steel with electro-polish finish","41 x 7 1/2 x 9 1/2 inches","Wire bent to random points with one dimension always increasing.",,,,"https://github.com/coryarcangel/Desktop-Wireform",,,,
"2011-102",,"2011-102-hello-world","Hello World",2011,2011,"CNC bent stainless steel with electro-polish finish","41 x 7 1/2 x 9 1/2 inches","​Wire bent to random points with one dimension always increasing.",,,,"https://github.com/coryarcangel/Desktop-Wireform",,,,
"2011-099",,"2011-099-hello-world","Hello World",2011,2011,"CNC bent stainless steel with electro-polish finish","41 x 7 1/2 x 9 1/2 inches",,,,,"https://github.com/coryarcangel/Desktop-Wireform",,,,
"2011-092",,"2011-092-whitney-brochure","Whitney Brochure",2011,2011,"Brochure",,"Brochure with 8 free prints included. Edition unknown (a few thousand?).","A brochure made for a show I did @ the Whitney Museum called Pro Tools. This was also kinda the take away ""catalog"" for the show, aka it wz free and available at the exhibition. The idea here was we made two versions, one for the web (download below) and one that was printable. If you have download the below PDF and r wondering why it seemed backwards, that’s cause it is designed to be printed out all at once on a desktop printer, and then folded along the center length wise, after which it will turn into a small booklet. In the version of the brochure which wz at the Whitney, since it was printed by a professional printer which has the ability to print on the backs of pages, I had the back of each page be a Photoshop Gradient. Therefore you will notice the brochure at the Whitney has no staple, … anyway, during the show ppl didn't seem to get this brochure had 8 free lithos in them, so more power to whoever took them and kept them. :)",,,,,"arcangel_brochure.pdf",,
"2011-082",,"2011-082-timeless-standards","Timeless Standards",2011,2011,"Inkjet on canvas","56 x 40 inches","​Scan of a Lacoste shirt.",,,,,,,,
"2011-081",,"2011-081-timeless-standards","Timeless Standards",2011,2011,"Inkjet on canvas","56 x 40 inches","​Scan of a Lacoste shirt.",,,,,,,,
"2011-079",,"2011-079-timeless-standards","Timeless Standards",2011,2011,"Inkjet on canvas","56 x 40 inches","​Scan of a Lacoste shirt",,,,,,,,
"2011-078",,"2011-078-since-u-been-gone","Since U Been Gone",2011,2011,"14 metallic foil and screenprints on paper","11.69 x 8.5 inches","​CD’s related to Kelly Clarkson’s Since U Been Gone scanned and then silk-screened on metallic foil.",,,,,"Prints",,"Commissioned by Whitney Museum of American Art, New York, for Cory Arcangel: Pro Tools",
"2011-075",,"2011-075-palms","Palms",2011,2011,"Pencil on paper (produced with Mutoh XP-300 Series printer)","28.5 x 19.5 inches","Plotter-drawn palm tree, produced in an edition of 6.&nbsp; 
​",,,,,,,,
"2011-024",,"2011-024-sports-products","Sports Products",2011,2011,"Painted bronze, rubber, Oakley M-Frame lenses, and display unit","74 x 17.75 x 17.75 inches",,,,,,,,"Comissioned by Whitney Museum of American Art, New York, for Cory Arcangel: Pro Tools",
"2011-022",,"2011-022-paganini-caprice-no-5","Paganini Caprice No. 5",2011,2011,"Youtube video","3:41 minutes","​Paganini's 5th re-constructed from YouTube vidz","It's embarrassing to admit, but I was really trying to make like a massive meme with this one. Like a 1 million views meme. I thought this ""had what it takes"". Hahaha. Anyway, it didn't, but it exists, so check it out. And pass it along if you are down! ",,"https://www.youtube.com/watch?v=JjVIwJJPGws","https://github.com/coryarcangel/Gould-Pro",,,"Commissioned by Whitney Museum of American Art, New York, for Cory Arcangel: Pro Tools",
"2011-021",,"2011-021-volumemanagement","Volume Management",2011,2011,"Ten Vizio 55-inch back lit LCD HDTVs in original packaging","Dimensions variable","​Arrangement of flat-screen TV's in boxes. ",,,,,,,"Commissioned by Whitney Museum of American Art, New York, for Cory Arcangel: Pro Tools",
"2011-020",,"2011-020-another-5-minute-romp-thru-the-ip","Another 5-minute Romp thru the IP",2011,2011,"Video","Dimensions Variable","​5 minute improvisation on a Sandin Image Processor.",,,,,,,,
"2011-019",,"2011-019-777",777,2011,2011,"Temporary reversal of the Whitney's photography policy",,"​Reversed Museum photo policy

","I told the Whitney that ppl could take pics of my show. 

","http://www.flickr.com/search/?q=cory%20arcangel%20pro%20tools",,,,,"Comissioned by Whitney Museum of American Art, New York, for Cory Arcangel: Pro Tools",
"2011-014",,"2011-014-airport","Airport",2011,2011,"Open IEEE 802.11 Network",,"​Wifi network in gallery space. ","​Decided to do this for the show Pro Tools I had at the Whitney, as I kinda was hoping people really wouldn't pay attention to the work....u know the hope was they would spend most of the show checking their email on their phones or whatever...... the rest of the stuff in the show wz best experienced kinda while half paying attention to it.",,,,,,,
"2011-010",,"2011-010-research-in-motion-kinetic-sculpture-6","Research in Motion (Kinetic Sculpture #6)",2011,2011,"Modified silver dancing stands",,"​10 Dancing stands modded to run at the same speed.",,,,,,,"Comissioned by Whitney Museum of American Art, New York, for Cory Arcangel: Pro Tools",
"2011-009","Coding by narrat1ve.com","2011-009-various-self-playing-bowling-games","Various Self Playing Bowling Games",2011,2011,"Modded game controllers and various video games. ",,"​Bowling games from the history of video games programmed to bowl only gutter balls via modded controllers.","Sooo,.....this was a miltiscreen commission by both the Whitney Museum in NY and the Barbican art space in London with the idea that it would show in both places. Because of the difference in the two spaces it ended up showing as two different sizes. At the Barbican it was 14 screens(!), and at the Whitney it was 6 screens. The videos where generated in real-time by the game controllers being hot wired (by the Video Game TIVO TM chip), so, the games were actually being played in real time by a kinda mini computer. Though, of course, the games that were being “played” into the controllers were all losing games of straight gutter balls. Anyway. I have uploaded some video re-scans of the work above. Also possibly of note, it took me 9 months to made this and get it all straight, and it almost killed me! LOL.",,"https://www.youtube.com/playlist?list=PLIVciZ6unaZQMOV86lDJGUhhwPZDlHut3",,,,"The Whitney Museum of American Art, New York and The Barbican, London. ",
"2011-008",,"2011-008-photoshop-cs","Photoshop CS: 110 by 72 inches, 300 DPI, RGB, square pixels, default gradient ""Russell's Rainbow"", mousedown y=6300 x=15150, mouseup y=9750 x=15150",2011,2011,"Chromogenic print","110 x 72 inches ",,,,,,,,,
"2011-007",,"2011-007-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=25150 x=0, mouseup y=50 x=19750",2011,2011,"Chromogenic print","84 x 66 inches",,,,,,,,,
"2011-006",,"2011-006-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"" (turn reverse on), mousedown y=25150 x=0, mouseup y=0 x=19750",2011,2011,"Chromogenic print","87 x 69 inches",,,,,,,,,
"2011-004",,"2011-004-photoshop-cs","Photoshop CS: 40 by 30 inches, 300 DPI, RGB, square pixels, default gradient ""Grey Value Stripes"", mousedown y=11880 x=100, mouseup y=100 x=8860",2011,2011,"Chromogenic print","40 x 30 inches",,,,,,,,,
"2011-003",,"2011-003-photoshop-cs","Photoshop CS: 40 by 30 inches, 300 DPI, RGB, square pixels, default gradient ""Grey Value Stripes"" (turn reverse on), mousedown y=11880 x=100, mouseup y=100 x=8860",2011,2011,"Chromogenic print","40 x 30 inches",,,,,,,,,
"2011-001",,"2011-001-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Yellow, Blue, Red, Green"", mousedown y=3000 x=16700, mouseup y=0 x=12600",2011,2011,"Chromogenic print","84 inches by 66 inches",,,,,,,,,
"2010-132",,"2010-132-the-sharper-image-exhibition-catalog","The Sharper Image",2010,2010,"Publication","6 x 9 x 0.35 inches",,,,,,"(Exhibition Catalog)",,,
"2010-093",,"2010-093-timeless-standards-8","Timeless Standards",2010,2010,"Inkjet on Comtex","56 x 40 inches",,,,,,,,,
"2010-092",,"2010-092-timeless-standards-7","Timeless Standards",2010,2010,"Inkjet on Comtex","56 x 40 inches",,,,,,,,,
"2010-089",,"2010-089-timeless-standards-4","Timeless Standards",2010,2010,"Inkjet on Comtex","56 x 40 inches",,,,,,,,,
"2010-087",,"2010-087-timeless-standards-2","Timeless Standards",2010,2010,"Inkjet on Comtex","56 x 40 inches",,,,,,,,,
"2010-085",,"2010-085-since-u-been-gone","Since U Been Gone",2010,2010,"Case Logic CD binder filled with CDs","2 x 12 x 7 inches","​CD binder filled with CD’s relating to Kelly Clarkson’s hit single “Since U Been Gone”. ",,,,,,,,
"2010-081",,"2010-081-hello-world","Hello World",2010,2010,"powder coated CNC bent stainless steel","34 5/16 x 4 1/4 x 5",,,,,"https://github.com/coryarcangel/Desktop-Wireform",,,,
"2010-079",,"2010-079-skipping-stones","Skipping Stones",2010,2010,"FLOR carpet squares","Dimensions variable",,,,,,,,,
"2010-078",,"2010-078-sports-products","Sports Products",2010,2010,"Painted bronze, rubber, and Oakley M-Frame lenses","2 x 5 x 5 inches",,,,,,,,,
"2010-077",,"2010-077-sports-products","Sports Products",2010,2010,"painted bronze, rubber, and Oakley M-Frame lenses","2 x 5 x 5 inches",,,,,,,,,
"2010-076",,"2010-076-sports-products","Sports Products",2010,2010,"Painted bronze, rubber, and Oakley M-Frame lenses","2 x 5 x 5 inches",,,,,,,,,
"2010-068",,"2010-068-sailing","Sailing",2010,2010,"Website",,"​Fan site for Christopher Cross in Arabic",,"http://firdos.angelfire.com/",,,,,,
"2010-057",,"2010-057-cory-arcangel-for-new-jerseyy","Cory Arcangel for New Jerseyy",2010,2010,"Website",,"​New Jerseyy website redesigned to look like the website of Pace Gallery",,,,,,,,
"2010-056",,"2010-056-research-in-motion-kinetic-sculpture-4","Research in Motion (Kinetic Sculpture #4)",2010,2010,"Modified chrome dancing stands",,"​Four Dancing Stands modded to sync.",,,,,,,,
"2010-054",,"2010-054-master-class-in-reverse","Master Class in Reverse",2010,2010,"Performance done in collaboration with the University of Michigan Digital Music Ensemble under the direction of Steve Rush",,"​Performance for unknown electronics",,,,,,,,
"2010-047",,"2010-047-photoshop-cs","Photoshop CS: 110 by 72 inches, 300 DPI, RGB, square pixels, default gradient ""Spectrum"", mousedown y=16700 x=4350, mouseup y=27450 x=6350",2010,2010,"Chromogenic print","110 x 72 inches",,,,,,,,,
"2010-046",,"2010-046-photoshop-cs","Photoshop CS: 110 by 72 inches, 300 DPI, RGB, square pixels, default gradient ""Spectrum"", mousedown y=16700 x=4350, mouseup y=27450 x=6350",2010,2010,"Chromogenic print","110 x 72 inches",,,,,,,,,
"2010-045",,"2010-045-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=22100 x=14050, mouseup y=19700 x=1800",2010,2010,"Chromogenic print","84 x 66 inches",,,,,,,,,
"2010-044",,"2010-044-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Russell's Rainbow"" (turn transparency off), mousedown y=18000 x=14200, mouseup y=18000 x=17450",2010,2010,"Chromogenic print","84 x 66 inches",,,,,,,,,
"2010-039",,"2010-039-research-in-motion-kinetic-sculpture-2","Research in Motion (Kinetic Sculpture #2)",2010,2010,"Modified chrome dancing stands","70 x 18 x 18 in","​2 dancing stands modded to spin a slightly different speeds",,,,,,,,
"2010-037",,"2010-037-research-in-motion-kinetic-sculpture-3","Research in Motion (Kinetic Sculpture #3)",2010,2010,"Modified red dancing stands","70 x 18 x 18 in","​2 Dancing stands modded to spin a slightly different speeds",,,,,,,,
"2010-027",,"2010-027-strictly-formal","Strictly Formal ",2010,2010,"Website",,"​Interview blog",,"http://strictly-formal.org/",,,,,,
"2010-025",,"2010-025-music-for-stereos","Music For Stereos",2010,2010,"Performance for home electronics and found Audio CDs",,,,,,,,,,"[4240] [2013-197-since-u-been-gone-music-for-stereos] 2013-197 Since U Been Gone / Music For Stereos"
"2010-023",,"2010-023-composition-7","Composition #7",2010,2010,"Frets on Fire software mod",,"​La Monte Young's Composition #7 as a guitar hero style game.","​This is a mod file for the desktop game Frets on Fire, which is an open source version of Guitar Hero. Below you can download the mod files, to be placed in the Frets on Fire song folder. This will allow you to play this game on your own version of Frets On Fire. For those not in the know, Composition #7 calls for two notes to be held for ""a long time"". For this game, ""a long time"" was defined as the classic length of a pop song. About 4 minutes. ",,,,,"arcangel_composition_7.zip",,
"2010-022",,"2010-022","Hello World",2010,2010,"CNC bent stainless steel with electro-polish finish and source code",,"Part of the Hello World sculpture series, this sculpture is a steel wire which has been bent by a CNC wire-form machine at random points with one dimension always increasing. The form of the line is randomly generated by software that is available for download, thus each sculpture in the series is unique.",,,,"https://github.com/coryarcangel/Desktop-Wireform",,,,
"2010-021",,"2010-021-bronzer-flash","Bronzer Flash!",2010,2010,"CD & packaging.",,"​Last half hour of NJ trance radio station Pulse 97. Edition of 300. Some Signed. Sold a few, mostly given to friends.",,"https://soundcloud.com/coryarcangel/bronzer-flash",,,,,,
"2010-020",,"2010-020-sorry-i-havent-posted","Sorry I Haven't Posted",2010,2010,"Website",,"​Blog which re-posts the best blog posts of people apologizing for not posting to their blogs",,"http://sorry.coryarcangel.com/",,,,,,
"2010-018",,"2010-018-research-in-motion","Research in Motion (Kinetic Sculpture #1)",2010,2010,"Modified silver dancing stands","70 x 54 x 18 inches ","​Two dancing stands modded to spin at slightly different speeds. ",,,,,,,,
"2010-017",,"2010-017-http-wwwmocanomiorg","http://www.mocanomi.org/",2010,2010,"Modified museum website",,"​MOCA Miami's website re-done in comic sans","​Yes, this <i>IS</i> what the MOCA Miami website looked like during the duration of my show. :)",,,,,,,
"2010-016",,"2010-016-sc00037204","sc00037204",2010,2010,"Pen on All Purpose Security Paper (Grey) #24 bond","11 x 8.5 inches",,,,,,,,,
"2010-015",,"2010-015-sc00035633","sc00035633",2010,2010,"Pen on All Purpose Security Paper (Grey) #24 bond","11 x 8.5 inches",,,,,,,,,
"2010-014",,"2010-014-sc00033529","sc00033529",2010,2010,"Pen on All Purpose Security Paper (Grey) #24 bond","11 x 8.5 inches",,,,,,,,,
"2010-013",,"2010-013-sc0003181a","sc0003181a",2010,2010,"Pen on All Purpose Security Paper (Grey) #24 bond","11 x 8.5 inches",,,,,,,,,
"2010-012",,"2010-012-sc00028f93","sc00028f93",2010,2010,"Pen on All Purpose Security Paper (Grey) #24 bond","11 x 8.5 inches",,,,,,,,,
"2010-011",,"2010-011-sc0002f901","sc0002f901",2010,2010,"Pen on All Purpose Security Paper (Grey) #24 bond","11 x 8.5 inches",,,,,,,,,
"2010-007",,"2010-007-maxell","Maxell",2010,2010,"Chromogenic print",,"​12-inch record covers scanned on an consumer scanner. ",,,,,,,,
"2010-003",,"2010-003-theres-always-one-at-every-party","There's Always One At Every Party",2010,2010,"Youtube video",,"​Seinfeld super-cut of all scenes dealing with Kramer’s coffee table about coffee tables.","I was making a show, and thought it needed some ​Seinfeld,​....so I made this. . :)",,"https://www.youtube.com/watch?v=3QjTPA-Ib9E
",,,,,
"2010-002",,"2010-002-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=1350 x=18200, mouseup y=23400 x=18250",2010,2010,"Chromogenic print","84 x 66 inches",,,,,,,,,
"2009-054",,"2009-054-colors-personal-edition","Colors Personal Edition",2009,2009,"OSX Software",,"Software 2 play a quicktime movie one horizontal line of pixels at a time.",,"http://colors-personal-edition.com/",,"https://github.com/coryarcangel/Colors-Personal-Edition",,,,"[33] 2006-004 Colors - 2006-004-colors"
"2009-053",,"2009-053-epic-line-rider-fail","Epic Line Rider Fail",2009,2009,"(~Youtube) video",,"My contribution to the genre of utube ""Line Rider Fails"". ","​Uuuugh, youtube took this one down, so it doesn't make as much sense now, as these line rider fails are kinda a youtube genre, but none the less you can still download it here.&nbsp;",,,,,"arcangel-epic-line-rider-fail-2009-053-video-web.mp4",,
"2009-049",,"2009-049-continuous-partial-awareness-pdf","Continuous Partial Awareness (PDF)",2009,2009,"PDF",,"A list of ideas for artworks, rated. Made originally for a performance. ps - Some I ended up making.",,,,,,"arcangel-CPA.pdf",,"[49] [2008-020-continuous-partial-awareness-performance] 2008-020 Continuous Partial Awareness (Performance)"
"2009-046",,"2009-046-what-a-misunderstanding-art","What a Misunderstanding!",2009,"2009-2014","Tumblr/artist software",,"​New Yorker “Caption This Cartoon” contest always captioned with the phrase “What a misunderstanding!”. Updated every week automatically.",,"http://www.what-a-misunderstanding.com/",,"https://github.com/coryarcangel/What-a-Misunderstanding",,,,"[4409] [2013-141-the-source-issue-10-what-a-misunderstanding] 2013-141 The Source  Issue #10: What a misunderstanding!"
"2009-041",,"2009-041-last-night-i-had-the-strangest-dream","Last Night I Had The Strangest Dream",2009,2009,,,"Me playing folk music and singing through auto-tune. Uuugh.",,,"https://www.youtube.com/watch?v=Kow3MR2kTVs",,,,,"[36] 2007-003 Apple GarageBand Auto Tune Demonstration - appleautotune"
"2009-040",,"2009-040-everybody-else","Everybody Else",2009,2009,"Intro for Digital Folklore Book. ",,"​Txt about digital folklore.",," http://digitalfolklore.org/",,,,,,
"2009-037",,"2009-037-hello-world","Hello World",2009,2009,"Pen on paper",,"​Between 0-100 lines drawn to random points",,,,"https://github.com/coryarcangel/Hp-Pen-Plotter-Hello-World",,,,
"2009-036",,"2009-036-hello-world","Hello World",2009,2009,"Pen on paper",,"​Between 0-100 lines drawn to random points",,,,"https://github.com/coryarcangel/Hp-Pen-Plotter-Hello-World",,,,
"2009-035",,"2009-035-hello-world","Hello World",2009,2009,"Pen on paper",,"​Between 0-100 lines drawn to random points",,,,"https://github.com/coryarcangel/Hp-Pen-Plotter-Hello-World",,,,
"2009-034",,"2009-034-hello-world","Hello World",2009,2009,"Pen on paper",,"​Between 0-100 lines drawn to random points",,,,"https://github.com/coryarcangel/Hp-Pen-Plotter-Hello-World",,,,
"2009-033",,"2009-033-hello-world","Hello World",2009,2009,"Pen on paper",,"​Between 0-100 lines drawn to random points",,,,"https://github.com/coryarcangel/Hp-Pen-Plotter-Hello-World",,,,
"2009-032",,"2009-032-working-on-my-novel","Working On My Novel",2009,2009,"Social network search",,"​Search for “working on my novel” on the social network Twitter.","Original link (which doesn’t work anymore) was: http://twitter.com/#search?q=“working on my novel”, but I have found the original Buzzfeed post where I first thought of the idea. LOL! ;-)","https://web.archive.org/web/20110903012902/http://www.buzzfeed.com/arcangel/great-twitter-searches-volume-1-working-on-my-n",,,"(Twitter Search)",,,"[2205] [2012-066-working-on-my-novel] 2012-066 Working On My Novel (Twitter Feed)
[4127] [2012-037-work-on-my-novel-book] 2012-037 Work On My Novel (book)"
"2009-031",,"2009-031-u2-video","U2 Video",2009,2009,"Youtube video",,"​A home made video for U2, posted on the social network Youtube.",,"http://www.youtube.com/watch?v=PHDMmDgPrt8",,,,,,
"2009-006",,"2009-006-photoshop-cs","Photoshop CS: 84 by 66 inches, 300 DPI, RGB, square pixels, default gradient ""Spectrum"", mousedown y=8900 x=15600, mouseup y=13800 x=0",2009,2009,"Chromogenic print","84 x 66 inches",,,,,,,,,
"2009-004",,"2009-004-photoshop-cs","Photoshop CS: 72 by 110 inches, 300 DPI, RGB, square pixels, default gradient ""Spectrum"", mousedown y=1416 x=1000, mouseup y=208 x=42",2009,2009,"Chromogenic print","72 x 110 inches",,,,,,,,,
